Source - AS,Source - IP,Target - AS,Target - IP,RTTD
-100,192.168.48.2,-100,192.168.48.33,41.34
-100,192.168.48.33,9498,125.18.92.93,9.0
9498,125.18.92.93,9498,116.119.119.208,17.340000000000003
9498,116.119.119.208,3356,4.68.70.113,94.34
3356,4.68.70.113,3356,4.69.217.18,289.66999999999996
3356,4.69.217.18,3549,113.29.1.138,26.66999999999996
3549,113.29.1.138,2519,163.139.130.222,157.00000000000003
2519,163.139.130.222,2519,222.230.187.198,98.00000000000003
2519,-10,4694,202.218.128.200,7.669999999999959
-5,5.28.62.178,-100,192.168.213.90,16.33
-100,192.168.213.90,-100,192.168.36.15,463.33000000000004
-100,192.168.36.15,-100,192.168.34.177,335.66
-100,192.168.34.177,-100,192.168.48.4,113.67
-100,192.168.48.4,-100,192.168.48.2,407.67
-100,192.168.48.2,-100,192.168.48.33,269.34000000000003
-100,192.168.48.33,9498,125.18.92.93,254.67
9498,125.18.92.93,9498,116.119.119.186,11.669999999999959
9498,116.119.119.186,-100,195.66.224.207,500.34
-100,195.66.224.207,20860,130.180.202.49,205.0
20860,130.180.202.49,20860,130.180.202.57,382.67
20860,130.180.202.57,35425,91.223.58.33,311.33
35425,-11,35425,5.28.62.178,252.99999999999994
-5,103.3.0.23,-100,192.168.213.90,206.0
-100,192.168.213.90,-100,192.168.36.15,162.0
-100,192.168.36.15,-100,192.168.34.181,180.0
-100,192.168.34.181,-100,192.168.48.2,47.0
-100,192.168.48.2,-100,192.168.48.49,1.6599999999999966
-100,192.168.48.49,9498,182.79.27.25,20.00000000000003
9498,182.79.27.25,9498,116.119.57.158,41.660000000000025
9498,116.119.57.158,3356,4.68.70.113,55.0
3356,4.68.70.113,3549,113.29.1.138,231.66000000000003
3549,113.29.1.138,2519,163.139.130.222,147.66000000000003
2519,163.139.130.222,2519,222.230.187.206,138.0
2519,222.230.187.206,131965,103.3.0.5,17.670000000000016
131965,103.3.0.5,131965,103.3.0.23,54.670000000000016
131965,103.3.0.23,131965,103.3.0.33,123.33999999999997
131965,-12,131965,120.136.14.37,50.339999999999975
-5,128.2.42.10,-100,192.168.213.90,6.66
-100,192.168.213.90,-100,192.168.36.15,209.67000000000002
-100,192.168.36.15,-100,192.168.34.177,225.99999999999997
-100,192.168.34.177,-100,192.168.48.9,235.67
-100,192.168.48.9,-100,192.168.48.2,45.66
-100,192.168.48.2,-100,192.168.48.33,66.0
-100,192.168.48.33,9498,125.18.92.93,99.0
9498,125.18.92.93,9498,116.119.57.43,281.66
9498,116.119.57.43,2381,216.56.50.86,29.66999999999996
2381,216.56.50.86,None,100.121.0.33,117.66999999999996
None,100.121.0.33,9,128.2.255.181,116.66999999999996
9,128.2.255.181,9,128.2.255.202,42.33000000000004
9,-13,9,128.2.42.10,85.33000000000004
-5,162.159.136.232,-100,192.168.213.90,103.33
-100,192.168.213.90,-100,192.168.36.15,238.33000000000004
-100,192.168.36.15,-100,192.168.34.181,149.66000000000003
-100,192.168.34.181,-100,192.168.48.4,23.669999999999987
-100,192.168.48.4,-100,192.168.48.2,112.67000000000002
-100,192.168.48.2,-100,192.168.48.49,116.0
-100,192.168.48.49,9498,182.79.27.25,25.329999999999984
9498,182.79.27.25,9498,116.119.50.160,74.32999999999998
9498,116.119.50.160,9498,182.79.161.171,0.0
9498,182.79.161.171,13335,162.158.52.19,13.329999999999984
13335,-14,13335,162.159.128.233,76.33000000000001
-5,208.82.237.129,-100,192.168.213.90,31.0
-100,192.168.213.90,-100,192.168.36.15,197.33
-100,192.168.36.15,-100,192.168.34.177,34.33000000000001
-100,192.168.34.177,-100,192.168.48.9,69.0
-100,192.168.48.9,-100,192.168.48.2,61.66
-100,192.168.48.2,-100,192.168.48.33,71.66
-100,192.168.48.33,9498,125.18.92.93,15.340000000000003
9498,125.18.92.93,-100,182.79.152.152,85.67000000000002
-100,182.79.152.152,2914,168.143.191.228,66.66999999999999
2914,168.143.191.228,2914,129.250.5.65,16.660000000000025
2914,129.250.5.65,2914,129.250.3.188,142.66999999999996
2914,129.250.3.188,2914,129.250.3.244,52.0
2914,129.250.3.244,2914,165.254.239.30,33.0
2914,-15,22414,208.82.237.129,74.0
-5,128.59.105.24,-100,192.168.213.90,166.33
-100,192.168.213.90,-100,192.168.36.15,91.99999999999997
-100,192.168.36.15,-100,192.168.34.181,90.66999999999999
-100,192.168.34.181,-100,192.168.48.5,76.33
-100,192.168.48.5,-100,192.168.48.2,50.67
-100,192.168.48.2,-100,192.168.48.49,71.0
-100,192.168.48.49,9498,182.79.27.25,71.66
9498,182.79.27.25,9498,182.79.201.106,275.66999999999996
9498,182.79.201.106,174,154.54.25.149,31.670000000000016
174,154.54.25.149,174,154.54.45.161,25.0
174,154.54.45.161,174,154.54.26.54,88.0
174,154.54.26.54,174,154.54.2.5,6.339999999999975
174,154.54.2.5,174,154.54.28.129,126.66999999999996
174,154.54.28.129,174,154.54.24.221,19.66999999999996
174,154.54.24.221,174,154.54.40.109,45.0
174,154.54.40.109,174,154.54.84.214,116.33999999999997
174,154.54.84.214,174,38.122.8.210,97.33999999999997
174,38.122.8.210,14,128.59.255.5,72.99999999999994
14,128.59.255.5,14,128.59.255.21,0.32999999999992724
14,-16,14,128.59.105.24,75.00000000000006
