Source - AS,Source - IP,Target - AS,Target - IP,RTTD
55836,115.247.100.29,3356,4.69.217.18,57.18000000000001
3356,4.69.217.18,3356,8.244.128.126,0.6700000000000017
3356,8.244.128.126,2519,163.139.130.222,2.3699999999999903
2519,163.139.130.222,2519,222.230.187.198,4.739999999999995
2519,-10,4694,202.218.128.200,99.32000000000001
-1,0,-100,172.22.96.1,0.58
-100,172.22.96.1,-100,192.168.1.1,3.13
-100,192.168.1.1,-100,192.168.41.1,0.1499999999999999
-100,192.168.41.1,-100,192.168.8.19,0.10000000000000009
-100,192.168.8.19,59193,103.232.241.2,1.3900000000000006
59193,103.232.241.2,-100,10.119.254.121,0.8999999999999995
-100,10.119.254.121,-100,10.160.24.5,1.5200000000000005
-100,10.160.24.5,-100,10.255.221.33,0.75
-100,10.255.221.33,55836,115.247.100.29,0.1800000000000006
55836,115.247.100.29,20860,130.180.202.49,133.31
20860,130.180.202.49,20860,130.180.202.57,3.170000000000016
20860,130.180.202.57,35425,91.223.58.33,1.259999999999991
35425,-11,35425,5.28.62.178,8.180000000000007
-1,0,-100,172.22.96.1,0.5
-100,172.22.96.1,-100,192.168.1.1,2.86
-100,192.168.1.1,-100,192.168.41.1,0.20999999999999996
-100,192.168.41.1,-100,192.168.8.19,0.08000000000000007
-100,192.168.8.19,59193,103.232.241.2,0.1200000000000001
59193,103.232.241.2,-100,10.119.254.121,0.16999999999999993
-100,10.119.254.121,-100,10.160.24.5,2.06
-100,10.160.24.5,-100,10.255.222.33,0.8300000000000001
-100,10.255.222.33,55836,115.247.100.29,0.5700000000000003
55836,115.247.100.29,64049,49.45.4.82,44.15
64049,49.45.4.82,64049,49.45.4.82,0.23000000000000398
64049,49.45.4.82,3356,4.68.73.145,4.329999999999998
3356,4.68.73.145,3356,4.69.217.18,61.68000000000001
3356,4.69.217.18,3549,113.29.1.138,1.6499999999999915
3549,113.29.1.138,2519,163.139.130.222,0.980000000000004
2519,163.139.130.222,2519,222.230.187.206,134.18
2519,222.230.187.206,131965,103.3.0.5,7.490000000000009
131965,103.3.0.5,131965,103.3.0.23,19.269999999999982
131965,103.3.0.23,131965,103.3.0.35,19.299999999999983
131965,-12,131965,120.136.14.37,10.070000000000022
-1,0,-100,192.168.1.1,2.33
-100,192.168.1.1,-100,192.168.41.1,2.0
-100,192.168.41.1,-100,192.168.8.18,2.67
-100,192.168.8.18,59193,103.232.241.2,2.0
59193,103.232.241.2,-100,10.119.254.121,1.0
-100,10.119.254.121,-100,10.160.24.5,18.33
-100,10.160.24.5,-100,10.255.232.201,89.33
-100,10.255.232.201,55824,180.149.48.18,31.33
55824,180.149.48.18,55824,180.149.48.2,83.67
55824,180.149.48.2,55824,180.149.48.13,122.0
55824,180.149.48.13,11537,163.253.1.41,37.34
11537,163.253.1.41,11537,163.253.1.241,1.3400000000000034
11537,163.253.1.241,-100,163.253.5.33,21.660000000000025
-100,163.253.5.33,14877,162.223.17.79,71.33999999999997
14877,162.223.17.79,9,128.2.0.181,77.33999999999997
9,128.2.0.181,9,128.2.0.210,4.330000000000041
9,-13,9,128.2.42.52,0.0
-1,0,-100,172.22.96.1,0.31
-100,172.22.96.1,-100,192.168.0.1,1.88
-100,192.168.0.1,-100,192.168.41.1,5.210000000000001
-100,192.168.41.1,-100,192.168.8.19,4.58
-100,192.168.8.19,59193,103.232.241.2,21.6
59193,103.232.241.2,-100,10.119.254.121,9.580000000000002
-100,10.119.254.121,-100,10.160.24.5,10.55
-100,10.160.24.5,-100,10.255.221.33,8.269999999999996
-100,10.255.221.33,55836,115.247.100.29,25.489999999999995
55836,115.247.100.29,13335,162.158.226.122,115.73
13335,162.158.226.122,13335,172.70.216.5,18.63000000000001
13335,-14,13335,162.159.136.232,2.0799999999999983
-1,0,-100,172.22.96.1,0.39
-100,172.22.96.1,-100,192.168.1.1,1.8899999999999997
-100,192.168.1.1,-100,192.168.41.1,15.92
-100,192.168.41.1,-100,192.168.8.19,13.36
-100,192.168.8.19,59193,103.232.241.2,1.6099999999999999
59193,103.232.241.2,-100,10.119.254.121,0.4900000000000002
-100,10.119.254.121,-100,10.160.24.5,3.2399999999999998
-100,10.160.24.5,-100,10.255.222.33,1.5599999999999996
-100,10.255.222.33,55836,115.247.100.29,20.259999999999998
55836,115.247.100.29,2914,128.241.7.158,246.48999999999998
2914,128.241.7.158,2914,129.250.3.16,25.829999999999984
2914,129.250.3.16,2914,129.250.6.116,23.48999999999998
2914,129.250.6.116,2914,129.250.3.244,5.939999999999998
2914,129.250.3.244,2914,165.254.239.30,4.0
2914,-15,22414,208.82.237.129,0.6700000000000159
-1,0,-100,192.168.1.1,2.0
-100,192.168.1.1,-100,192.168.41.1,1.0
-100,192.168.41.1,-100,192.168.8.19,0.6699999999999999
-100,192.168.8.19,59193,103.232.241.2,0.33000000000000007
59193,103.232.241.2,-100,10.119.254.121,0.33000000000000007
-100,10.119.254.121,-100,10.160.24.5,25.67
-100,10.160.24.5,-100,10.255.232.201,20.659999999999997
-100,10.255.232.201,55824,180.149.48.18,20.33
55824,180.149.48.18,55824,180.149.48.6,141.32999999999998
55824,180.149.48.6,55824,180.149.48.20,0.3299999999999841
55824,180.149.48.20,55824,180.149.48.13,84.32999999999998
55824,180.149.48.13,-100,199.109.5.1,2.0
-100,199.109.5.1,-100,199.109.4.14,0.3400000000000034
-100,199.109.4.14,14,128.59.255.5,13.0
14,128.59.255.5,14,128.59.255.21,12.669999999999987
14,-16,14,128.59.105.24,0.6700000000000159
